
> mm-profit@0.1.0 bot
> node bot.js

Target token mint (Gbu7JAKhTVtGyRryg8cYPiKNhonXpUqbrZuCDjfUpump): 2025-12-22 15:38:49 | CONFIG step pct 15,25,60 (total 100%) | alloc 88% -> 0.270361 SOL
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 15:43:26 | WAIT   | -      | -              | -              | 1.68%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:43:31 | WAIT   | -      | -              | -              | 1.38%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:43:36 | WAIT   | -      | -              | -              | 0.88%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:43:41 | WAIT   | -      | -              | -              | 0.88%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:43:47 | WAIT   | -      | -              | -              | 0.88%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:43:52 | WAIT   | -      | -              | -              | 0.88%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 15:43:57 | WAIT   | -      | -              | -              | 0.88%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:02 | WAIT   | -      | -              | -              | 0.88%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:07 | WAIT   | -      | -              | -              | 0.88%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:12 | WAIT   | -      | -              | -              | 0.88%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:18 | WAIT   | -      | -              | -              | 1.38%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:23 | WAIT   | -      | -              | -              | 0.88%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:28 | WAIT   | -      | -              | -              | 0.85%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:33 | WAIT   | -      | -              | -              | 0.90%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:38 | WAIT   | -      | -              | -              | 0.62%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:43 | WAIT   | -      | -              | -              | 0.62%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:48 | WAIT   | -      | -              | -              | 0.58%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:54 | WAIT   | -      | -              | -              | 0.58%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:44:59 | WAIT   | -      | -              | -              | 0.59%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:45:04 | WAIT   | -      | -              | -              | 0.59%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:45:09 | WAIT   | -      | -              | -              | 0.59%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
2025-12-22 15:45:14 | WAIT   | -      | -              | -              | 0.59%|4.50 | 0.000000   | 0.000000   | 0.000000   | 0.307229  
