
> mm-profit@0.1.0 bot
> node bot.js

Target token mint (Gbu7JAKhTVtGyRryg8cYPiKNhonXpUqbrZuCDjfUpump): 2025-12-22 15:38:49 | CONFIG step pct 15,25,60 (total 100%) | alloc 88% -> 0.270361 SOL
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:25:24 | POS    | 2/3    | 0.000071       | 0.000067       | 4.80%      | 0.102805   | -0.005366  | -0.005358  | 0.199065  
2025-12-22 16:25:30 | POS    | 2/3    | 0.000071       | 0.000068       | 4.37%      | 0.102805   | -0.005366  | -0.005358  | 0.199065  
2025-12-22 16:25:35 | POS    | 2/3    | 0.000071       | 0.000068       | 4.37%      | 0.102805   | -0.005366  | -0.005358  | 0.199065  
2025-12-22 16:25:40 | POS    | 2/3    | 0.000071       | 0.000067       | 4.66%      | 0.103115   | -0.005056  | -0.005048  | 0.199065  
2025-12-22 16:25:46 | POS    | 2/3    | 0.000071       | 0.000067       | 4.66%      | 0.102998   | -0.005173  | -0.005165  | 0.199065  
2025-12-22 16:25:51 | POS    | 2/3    | 0.000071       | 0.000067       | 4.80%      | 0.102785   | -0.005386  | -0.005378  | 0.199065  
2025-12-22 16:25:56 | POS    | 2/3    | 0.000071       | 0.000067       | 4.94%      | 0.102785   | -0.005386  | -0.005378  | 0.199065  
2025-12-22 16:26:02 | POS    | 2/3    | 0.000071       | 0.000067       | 4.66%      | 0.102785   | -0.005386  | -0.005378  | 0.199065  
2025-12-22 16:26:07 | POS    | 2/3    | 0.000071       | 0.000067       | 4.66%      | 0.102713   | -0.005457  | -0.005449  | 0.199065  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:26:12 | POS    | 2/3    | 0.000071       | 0.000067       | 4.94%      | 0.102467   | -0.005704  | -0.005696  | 0.199065  
2025-12-22 16:26:18 | POS    | 2/3    | 0.000071       | 0.000067       | 4.66%      | 0.102390   | -0.005781  | -0.005773  | 0.199065  
2025-12-22 16:26:23 | POS    | 2/3    | 0.000071       | 0.000067       | 4.66%      | 0.102526   | -0.005645  | -0.005637  | 0.199065  
2025-12-22 16:26:28 | POS    | 2/3    | 0.000071       | 0.000067       | 5.30%      | 0.102339   | -0.005832  | -0.005824  | 0.199065  
2025-12-22 16:26:34 | POS    | 2/3    | 0.000071       | 0.000067       | 5.30%      | 0.102339   | -0.005832  | -0.005824  | 0.199065  
2025-12-22 16:26:39 | POS    | 2/3    | 0.000071       | 0.000067       | 5.13%      | 0.102298   | -0.005873  | -0.005865  | 0.199065  
2025-12-22 16:26:45 | POS    | 2/3    | 0.000071       | 0.000067       | 5.22%      | 0.102076   | -0.006095  | -0.006087  | 0.199065  
2025-12-22 16:26:50 | POS    | 2/3    | 0.000071       | 0.000067       | 5.22%      | 0.102076   | -0.006095  | -0.006087  | 0.199065  
2025-12-22 16:26:55 | POS    | 2/3    | 0.000071       | 0.000067       | 5.22%      | 0.101878   | -0.006293  | -0.006285  | 0.199065  
2025-12-22 16:27:01 | POS    | 2/3    | 0.000071       | 0.000067       | 5.22%      | 0.101878   | -0.006293  | -0.006285  | 0.199065  
2025-12-22 16:27:06 | POS    | 2/3    | 0.000071       | 0.000067       | 5.19%      | 0.102191   | -0.005980  | -0.005972  | 0.199065  
2025-12-22 16:27:11 | POS    | 2/3    | 0.000071       | 0.000067       | 5.19%      | 0.102526   | -0.005645  | -0.005637  | 0.199065  
2025-12-22 16:27:17 | POS    | 2/3    | 0.000071       | 0.000067       | 5.22%      | 0.101878   | -0.006293  | -0.006285  | 0.199065  
2025-12-22 16:27:22 | POS    | 2/3    | 0.000071       | 0.000067       | 5.22%      | 0.101878   | -0.006293  | -0.006285  | 0.199065  
2025-12-22 16:27:27 | POS    | 2/3    | 0.000071       | 0.000067       | 5.22%      | 0.101878   | -0.006293  | -0.006285  | 0.199065  
2025-12-22 16:27:33 | POS    | 2/3    | 0.000071       | 0.000068       | 3.48%      | 0.103703   | -0.004467  | -0.004459  | 0.199065  
2025-12-22 16:27:38 | POS    | 2/3    | 0.000071       | 0.000068       | 3.78%      | 0.103699   | -0.004472  | -0.004464  | 0.199065  
2025-12-22 16:27:44 | POS    | 2/3    | 0.000071       | 0.000068       | 3.78%      | 0.103680   | -0.004491  | -0.004483  | 0.199065  
2025-12-22 16:27:49 | POS    | 2/3    | 0.000071       | 0.000068       | 3.78%      | 0.103680   | -0.004491  | -0.004483  | 0.199065  
2025-12-22 16:27:54 | POS    | 2/3    | 0.000071       | 0.000068       | 3.78%      | 0.103673   | -0.004498  | -0.004490  | 0.199065  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:28:00 | POS    | 2/3    | 0.000071       | 0.000068       | 3.88%      | 0.103484   | -0.004687  | -0.004679  | 0.199065  
2025-12-22 16:28:05 | POS    | 2/3    | 0.000071       | 0.000067       | 4.93%      | 0.103336   | -0.004835  | -0.004827  | 0.199065  
2025-12-22 16:28:11 | POS    | 2/3    | 0.000071       | 0.000068       | 3.78%      | 0.103406   | -0.004765  | -0.004757  | 0.199065  
2025-12-22 16:28:16 | POS    | 2/3    | 0.000071       | 0.000068       | 3.78%      | 0.103406   | -0.004765  | -0.004757  | 0.199065  
2025-12-22 16:28:21 | POS    | 2/3    | 0.000071       | 0.000068       | 3.78%      | 0.103406   | -0.004765  | -0.004757  | 0.199065  
2025-12-22 16:28:27 | POS    | 2/3    | 0.000071       | 0.000068       | 3.78%      | 0.103406   | -0.004765  | -0.004757  | 0.199065  
2025-12-22 16:28:32 | POS    | 2/3    | 0.000071       | 0.000067       | 4.93%      | 0.102501   | -0.005670  | -0.005662  | 0.199065  
2025-12-22 16:28:37 | POS    | 2/3    | 0.000071       | 0.000068       | 3.48%      | 0.103703   | -0.004467  | -0.004459  | 0.199065  
2025-12-22 16:28:43 | POS    | 2/3    | 0.000071       | 0.000068       | 3.48%      | 0.102501   | -0.005670  | -0.005662  | 0.199065  
2025-12-22 16:28:48 | POS    | 2/3    | 0.000071       | 0.000068       | 3.26%      | 0.104675   | -0.003496  | -0.003488  | 0.199065  
2025-12-22 16:28:53 | POS    | 2/3    | 0.000071       | 0.000068       | 3.21%      | 0.104640   | -0.003531  | -0.003523  | 0.199065  
2025-12-22 16:28:59 | POS    | 2/3    | 0.000071       | 0.000068       | 3.21%      | 0.104613   | -0.003558  | -0.003550  | 0.199065  
2025-12-22 16:29:04 | POS    | 2/3    | 0.000071       | 0.000068       | 3.21%      | 0.103053   | -0.005118  | -0.005110  | 0.199065  
2025-12-22 16:29:09 | POS    | 2/3    | 0.000071       | 0.000068       | 3.21%      | 0.104507   | -0.003664  | -0.003656  | 0.199065  
2025-12-22 16:29:15 | POS    | 2/3    | 0.000071       | 0.000067       | 4.93%      | 0.104452   | -0.003719  | -0.003711  | 0.199065  
2025-12-22 16:29:20 | POS    | 2/3    | 0.000071       | 0.000068       | 3.21%      | 0.104504   | -0.003667  | -0.003659  | 0.199065  
2025-12-22 16:29:25 | POS    | 2/3    | 0.000071       | 0.000068       | 3.14%      | 0.104326   | -0.003844  | -0.003836  | 0.199065  
2025-12-22 16:29:31 | POS    | 2/3    | 0.000071       | 0.000068       | 3.14%      | 0.104326   | -0.003844  | -0.003836  | 0.199065  
2025-12-22 16:29:36 | POS    | 2/3    | 0.000071       | 0.000068       | 3.14%      | 0.104326   | -0.003844  | -0.003836  | 0.199065  
2025-12-22 16:29:41 | POS    | 2/3    | 0.000071       | 0.000069       | 2.62%      | 0.105311   | -0.002860  | -0.002852  | 0.199065  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:29:47 | POS    | 2/3    | 0.000071       | 0.000068       | 3.32%      | 0.103422   | -0.004748  | -0.004740  | 0.199065  
2025-12-22 16:29:52 | POS    | 2/3    | 0.000071       | 0.000069       | 2.92%      | 0.103422   | -0.004748  | -0.004740  | 0.199065  
2025-12-22 16:29:58 | POS    | 2/3    | 0.000071       | 0.000069       | 2.62%      | 0.103422   | -0.004748  | -0.004740  | 0.199065  
2025-12-22 16:30:03 | POS    | 2/3    | 0.000071       | 0.000069       | 2.62%      | 0.104652   | -0.003519  | -0.003511  | 0.199065  
2025-12-22 16:30:08 | POS    | 2/3    | 0.000071       | 0.000069       | 2.62%      | 0.104652   | -0.003519  | -0.003511  | 0.199065  
2025-12-22 16:30:14 | POS    | 2/3    | 0.000071       | 0.000069       | 2.04%      | 0.105937   | -0.002234  | -0.002226  | 0.199065  
2025-12-22 16:30:19 | POS    | 2/3    | 0.000071       | 0.000069       | 1.97%      | 0.105845   | -0.002326  | -0.002318  | 0.199065  
2025-12-22 16:30:24 | POS    | 2/3    | 0.000071       | 0.000069       | 1.85%      | 0.105845   | -0.002326  | -0.002318  | 0.199065  
2025-12-22 16:30:30 | POS    | 2/3    | 0.000071       | 0.000070       | 1.47%      | 0.105845   | -0.002326  | -0.002318  | 0.199065  
2025-12-22 16:30:35 | POS    | 2/3    | 0.000071       | 0.000070       | 1.47%      | 0.105845   | -0.002326  | -0.002318  | 0.199065  
2025-12-22 16:30:40 | POS    | 2/3    | 0.000071       | 0.000070       | 1.42%      | 0.105845   | -0.002326  | -0.002318  | 0.199065  
2025-12-22 16:30:46 | POS    | 2/3    | 0.000071       | 0.000070       | 1.13%      | 0.106218   | -0.001952  | -0.001944  | 0.199065  
2025-12-22 16:30:51 | POS    | 2/3    | 0.000071       | 0.000070       | 1.13%      | 0.106218   | -0.001952  | -0.001944  | 0.199065  
2025-12-22 16:30:57 | POS    | 2/3    | 0.000071       | 0.000070       | 1.13%      | 0.106218   | -0.001952  | -0.001944  | 0.199065  
2025-12-22 16:31:02 | POS    | 2/3    | 0.000071       | 0.000070       | 1.45%      | 0.106155   | -0.002016  | -0.002008  | 0.199065  
2025-12-22 16:31:07 | POS    | 2/3    | 0.000071       | 0.000070       | 1.45%      | 0.106155   | -0.002016  | -0.002008  | 0.199065  
2025-12-22 16:31:13 | POS    | 2/3    | 0.000071       | 0.000070       | 1.26%      | 0.106129   | -0.002042  | -0.002034  | 0.199065  
2025-12-22 16:31:18 | POS    | 2/3    | 0.000071       | 0.000068       | 3.21%      | 0.106252   | -0.001919  | -0.001911  | 0.199065  
2025-12-22 16:31:23 | POS    | 2/3    | 0.000071       | 0.000070       | 1.21%      | 0.106252   | -0.001919  | -0.001911  | 0.199065  
2025-12-22 16:31:29 | POS    | 2/3    | 0.000071       | 0.000068       | 3.21%      | 0.106298   | -0.001873  | -0.001865  | 0.199065  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:31:34 | POS    | 2/3    | 0.000071       | 0.000070       | 1.14%      | 0.106129   | -0.002042  | -0.002034  | 0.199065  
2025-12-22 16:31:39 | POS    | 2/3    | 0.000071       | 0.000070       | 1.14%      | 0.106566   | -0.001605  | -0.001597  | 0.199065  
2025-12-22 16:31:45 | POS    | 2/3    | 0.000071       | 0.000070       | 1.07%      | 0.106129   | -0.002042  | -0.002034  | 0.199065  
2025-12-22 16:31:50 | POS    | 2/3    | 0.000071       | 0.000070       | 1.08%      | 0.106566   | -0.001605  | -0.001597  | 0.199065  
2025-12-22 16:31:55 | POS    | 2/3    | 0.000071       | 0.000070       | 1.08%      | 0.106964   | -0.001206  | -0.001198  | 0.199065  
2025-12-22 16:32:01 | POS    | 2/3    | 0.000071       | 0.000070       | 1.08%      | 0.106932   | -0.001239  | -0.001231  | 0.199065  
2025-12-22 16:32:06 | POS    | 2/3    | 0.000071       | 0.000070       | 0.76%      | 0.107036   | -0.001135  | -0.001127  | 0.199065  
2025-12-22 16:32:11 | POS    | 2/3    | 0.000071       | 0.000070       | 1.25%      | 0.106655   | -0.001515  | -0.001507  | 0.199065  
2025-12-22 16:32:17 | POS    | 2/3    | 0.000071       | 0.000070       | 1.25%      | 0.106673   | -0.001498  | -0.001490  | 0.199065  
2025-12-22 16:32:22 | POS    | 2/3    | 0.000071       | 0.000070       | 1.25%      | 0.106673   | -0.001498  | -0.001490  | 0.199065  
2025-12-22 16:32:28 | POS    | 2/3    | 0.000071       | 0.000070       | 1.21%      | 0.106673   | -0.001498  | -0.001490  | 0.199065  
2025-12-22 16:32:33 | POS    | 2/3    | 0.000071       | 0.000070       | 1.20%      | 0.106566   | -0.001605  | -0.001597  | 0.199065  
2025-12-22 16:32:38 | POS    | 2/3    | 0.000071       | 0.000070       | 0.86%      | 0.106571   | -0.001599  | -0.001591  | 0.199065  
2025-12-22 16:32:44 | POS    | 2/3    | 0.000071       | 0.000070       | 1.13%      | 0.106571   | -0.001599  | -0.001591  | 0.199065  
2025-12-22 16:32:49 | POS    | 2/3    | 0.000071       | 0.000070       | 0.60%      | 0.106886   | -0.001285  | -0.001277  | 0.199065  
2025-12-22 16:32:54 | POS    | 2/3    | 0.000071       | 0.000070       | 0.96%      | 0.106886   | -0.001285  | -0.001277  | 0.199065  
2025-12-22 16:33:00 | POS    | 2/3    | 0.000071       | 0.000070       | 0.90%      | 0.106886   | -0.001285  | -0.001277  | 0.199065  
2025-12-22 16:33:05 | POS    | 2/3    | 0.000071       | 0.000070       | 0.57%      | 0.106886   | -0.001285  | -0.001277  | 0.199065  
2025-12-22 16:33:10 | POS    | 2/3    | 0.000071       | 0.000070       | 1.09%      | 0.108126   | -0.000045  | -0.000037  | 0.199065  
2025-12-22 16:33:16 | POS    | 2/3    | 0.000071       | 0.000070       | 1.09%      | 0.108126   | -0.000045  | -0.000037  | 0.199065  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:33:21 | POS    | 2/3    | 0.000071       | 0.000071       | -0.68%     | 0.108840   | 0.000668   | 0.000676   | 0.199065  
2025-12-22 16:33:26 | POS    | 2/3    | 0.000071       | 0.000071       | -0.92%     | 0.108547   | 0.000375   | 0.000383   | 0.199065  
2025-12-22 16:33:32 | POS    | 2/3    | 0.000071       | 0.000070       | 1.09%      | 0.107822   | -0.000348  | -0.000340  | 0.199065  
2025-12-22 16:33:37 | POS    | 2/3    | 0.000071       | 0.000071       | -0.35%     | 0.107829   | -0.000342  | -0.000334  | 0.199065  
2025-12-22 16:33:43 | POS    | 2/3    | 0.000071       | 0.000071       | 0.12%      | 0.107830   | -0.000341  | -0.000333  | 0.199065  
2025-12-22 16:33:48 | POS    | 2/3    | 0.000071       | 0.000071       | 0.12%      | 0.107658   | -0.000512  | -0.000504  | 0.199065  
2025-12-22 16:33:53 | POS    | 2/3    | 0.000071       | 0.000070       | 0.88%      | 0.107199   | -0.000972  | -0.000964  | 0.199065  
2025-12-22 16:33:59 | POS    | 2/3    | 0.000071       | 0.000070       | 0.63%      | 0.107199   | -0.000972  | -0.000964  | 0.199065  
2025-12-22 16:34:04 | POS    | 2/3    | 0.000071       | 0.000070       | 0.48%      | 0.107199   | -0.000972  | -0.000964  | 0.199065  
2025-12-22 16:34:09 | POS    | 2/3    | 0.000071       | 0.000070       | 0.45%      | 0.107199   | -0.000972  | -0.000964  | 0.199065  
2025-12-22 16:34:15 | POS    | 2/3    | 0.000071       | 0.000070       | 0.42%      | 0.107199   | -0.000972  | -0.000964  | 0.199065  
2025-12-22 16:34:20 | POS    | 2/3    | 0.000071       | 0.000071       | 0.12%      | 0.107875   | -0.000296  | -0.000288  | 0.199065  
2025-12-22 16:34:25 | POS    | 2/3    | 0.000071       | 0.000071       | 0.10%      | 0.107883   | -0.000288  | -0.000280  | 0.199065  
2025-12-22 16:34:31 | POS    | 2/3    | 0.000071       | 0.000070       | 1.45%      | 0.106582   | -0.001589  | -0.001581  | 0.199065  
2025-12-22 16:34:36 | POS    | 2/3    | 0.000071       | 0.000070       | 1.45%      | 0.106582   | -0.001589  | -0.001581  | 0.199065  
2025-12-22 16:34:41 | POS    | 2/3    | 0.000071       | 0.000070       | 1.16%      | 0.106581   | -0.001590  | -0.001582  | 0.199065  
2025-12-22 16:34:47 | POS    | 2/3    | 0.000071       | 0.000070       | 0.90%      | 0.106571   | -0.001600  | -0.001592  | 0.199065  
2025-12-22 16:34:52 | POS    | 2/3    | 0.000071       | 0.000070       | 0.90%      | 0.107248   | -0.000923  | -0.000915  | 0.199065  
2025-12-22 16:34:58 | POS    | 2/3    | 0.000071       | 0.000070       | 0.87%      | 0.107180   | -0.000991  | -0.000983  | 0.199065  
2025-12-22 16:35:03 | POS    | 2/3    | 0.000071       | 0.000070       | 0.72%      | 0.107073   | -0.001098  | -0.001090  | 0.199065  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:35:08 | POS    | 2/3    | 0.000071       | 0.000070       | 0.72%      | 0.107210   | -0.000961  | -0.000953  | 0.199065  
2025-12-22 16:35:14 | POS    | 2/3    | 0.000071       | 0.000070       | 0.87%      | 0.107224   | -0.000947  | -0.000939  | 0.199065  
2025-12-22 16:35:19 | POS    | 2/3    | 0.000071       | 0.000070       | 0.57%      | 0.107224   | -0.000947  | -0.000939  | 0.199065  
2025-12-22 16:35:24 | POS    | 2/3    | 0.000071       | 0.000070       | 0.57%      | 0.107224   | -0.000947  | -0.000939  | 0.199065  
2025-12-22 16:35:30 | POS    | 2/3    | 0.000071       | 0.000070       | 0.57%      | 0.107224   | -0.000947  | -0.000939  | 0.199065  
2025-12-22 16:35:35 | POS    | 2/3    | 0.000071       | 0.000070       | 0.57%      | 0.106886   | -0.001285  | -0.001277  | 0.199065  
2025-12-22 16:35:40 | POS    | 2/3    | 0.000071       | 0.000070       | 0.72%      | 0.107510   | -0.000661  | -0.000653  | 0.199065  
2025-12-22 16:35:46 | POS    | 2/3    | 0.000071       | 0.000071       | -0.09%     | 0.107819   | -0.000352  | -0.000344  | 0.199065  
2025-12-22 16:35:51 | POS    | 2/3    | 0.000071       | 0.000070       | 0.45%      | 0.107819   | -0.000352  | -0.000344  | 0.199065  
2025-12-22 16:35:56 | POS    | 2/3    | 0.000071       | 0.000071       | -0.35%     | 0.107953   | -0.000217  | -0.000209  | 0.199065  
2025-12-22 16:36:02 | POS    | 2/3    | 0.000071       | 0.000071       | -0.35%     | 0.107934   | -0.000237  | -0.000229  | 0.199065  
2025-12-22 16:36:07 | POS    | 2/3    | 0.000071       | 0.000071       | -0.35%     | 0.107934   | -0.000237  | -0.000229  | 0.199065  
2025-12-22 16:36:12 | POS    | 2/3    | 0.000071       | 0.000071       | -0.67%     | 0.107995   | -0.000176  | -0.000168  | 0.199065  
2025-12-22 16:36:18 | POS    | 2/3    | 0.000071       | 0.000071       | -0.67%     | 0.108054   | -0.000117  | -0.000109  | 0.199065  
2025-12-22 16:36:23 | POS    | 2/3    | 0.000071       | 0.000071       | -0.64%     | 0.108126   | -0.000045  | -0.000037  | 0.199065  
2025-12-22 16:36:29 | POS    | 2/3    | 0.000071       | 0.000071       | -0.64%     | 0.108126   | -0.000045  | -0.000037  | 0.199065  
2025-12-22 16:36:34 | POS    | 2/3    | 0.000071       | 0.000071       | -0.65%     | 0.108024   | -0.000147  | -0.000139  | 0.199065  
2025-12-22 16:36:39 | POS    | 2/3    | 0.000071       | 0.000071       | -0.67%     | 0.108126   | -0.000045  | -0.000037  | 0.199065  
2025-12-22 16:36:45 | POS    | 2/3    | 0.000071       | 0.000071       | -0.67%     | 0.108024   | -0.000147  | -0.000139  | 0.199065  
2025-12-22 16:36:50 | POS    | 2/3    | 0.000071       | 0.000071       | -0.92%     | 0.108024   | -0.000147  | -0.000139  | 0.199065  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:36:55 | POS    | 2/3    | 0.000071       | 0.000071       | -0.92%     | 0.108734   | 0.000562   | 0.000570   | 0.199065  
2025-12-22 16:37:01 | POS    | 2/3    | 0.000071       | 0.000073       | -2.59%     | 0.110909   | 0.002737   | 0.002745   | 0.199065  
2025-12-22 16:37:06 | POS    | 2/3    | 0.000071       | 0.000073       | -3.17%     | 0.111579   | 0.003407   | 0.003415   | 0.199065  
2025-12-22 16:37:11 | POS    | 2/3    | 0.000071       | 0.000073       | -3.17%     | 0.111618   | 0.003446   | 0.003454   | 0.199065  
2025-12-22 16:37:17 | POS    | 2/3    | 0.000071       | 0.000073       | -3.17%     | 0.111592   | 0.003420   | 0.003428   | 0.199065  
2025-12-22 16:37:22 | POS    | 2/3    | 0.000071       | 0.000073       | -3.77%     | 0.111908   | 0.003736   | 0.003744   | 0.199065  
2025-12-22 16:37:27 | POS    | 2/3    | 0.000071       | 0.000073       | -3.77%     | 0.112029   | 0.003857   | 0.003865   | 0.199065  
2025-12-22 16:37:33 | POS    | 2/3    | 0.000071       | 0.000074       | -4.10%     | 0.112867   | 0.004695   | 0.004703   | 0.199065  
2025-12-22 16:37:38 | POS    | 2/3    | 0.000071       | 0.000074       | -4.34%     | 0.112920   | 0.004749   | 0.004757   | 0.199065  
2025-12-22 16:37:43 | POS    | 2/3    | 0.000071       | 0.000074       | -4.61%     | 0.111477   | 0.003305   | 0.003313   | 0.199065  
2025-12-22 16:37:49 | POS    | 2/3    | 0.000071       | 0.000071       | -0.09%     | 0.112369   | 0.004197   | 0.004205   | 0.199065  
2025-12-22 16:37:54 | POS    | 2/3    | 0.000071       | 0.000074       | -4.51%     | 0.112675   | 0.004503   | 0.004511   | 0.199065  
2025-12-22 16:37:59 | POS    | 2/3    | 0.000071       | 0.000074       | -4.02%     | 0.112180   | 0.004008   | 0.004016   | 0.199065  
2025-12-22 16:38:05 | POS    | 2/3    | 0.000071       | 0.000074       | -4.51%     | 0.112496   | 0.004324   | 0.004332   | 0.199065  
2025-12-22 16:38:10 | POS    | 2/3    | 0.000071       | 0.000074       | -4.61%     | 0.112527   | 0.004355   | 0.004363   | 0.199065  
2025-12-22 16:38:15 | POS    | 2/3    | 0.000071       | 0.000074       | -4.61%     | 0.112430   | 0.004259   | 0.004267   | 0.199065  
2025-12-22 16:38:21 | POS    | 2/3    | 0.000071       | 0.000074       | -4.31%     | 0.112430   | 0.004259   | 0.004267   | 0.199065  
2025-12-22 16:38:26 | POS    | 2/3    | 0.000071       | 0.000073       | -3.84%     | 0.112242   | 0.004070   | 0.004078   | 0.199065  
2025-12-22 16:38:31 | POS    | 2/3    | 0.000071       | 0.000074       | -3.96%     | 0.111477   | 0.003305   | 0.003313   | 0.199065  
2025-12-22 16:38:37 | POS    | 2/3    | 0.000071       | 0.000074       | -3.96%     | 0.112109   | 0.003938   | 0.003946   | 0.199065  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:38:42 | POS    | 2/3    | 0.000071       | 0.000071       | -0.84%     | 0.112109   | 0.003938   | 0.003946   | 0.199065  
2025-12-22 16:38:47 | POS    | 2/3    | 0.000071       | 0.000073       | -3.70%     | 0.112109   | 0.003938   | 0.003946   | 0.199065  
2025-12-22 16:38:53 | POS    | 2/3    | 0.000071       | 0.000071       | -0.84%     | 0.112109   | 0.003938   | 0.003946   | 0.199065  
2025-12-22 16:38:58 | POS    | 2/3    | 0.000071       | 0.000073       | -3.74%     | 0.112133   | 0.003961   | 0.003969   | 0.199065  
2025-12-22 16:39:03 | POS    | 2/3    | 0.000071       | 0.000073       | -3.90%     | 0.112139   | 0.003967   | 0.003975   | 0.199065  
2025-12-22 16:39:09 | POS    | 2/3    | 0.000071       | 0.000074       | -5.02%     | 0.113615   | 0.005443   | 0.005451   | 0.199065  
2025-12-22 16:39:14 | POS    | 2/3    | 0.000071       | 0.000074       | -4.93%     | 0.113192   | 0.005021   | 0.005029   | 0.199065  
2025-12-22 16:39:19 | POS    | 2/3    | 0.000071       | 0.000074       | -4.59%     | 0.113133   | 0.004962   | 0.004970   | 0.199065  
2025-12-22 16:39:25 | POS    | 2/3    | 0.000071       | 0.000074       | -4.59%     | 0.113133   | 0.004962   | 0.004970   | 0.199065  
2025-12-22 16:39:30 | POS    | 2/3    | 0.000071       | 0.000074       | -4.68%     | 0.113133   | 0.004962   | 0.004970   | 0.199065  
2025-12-22 16:39:35 | POS    | 2/3    | 0.000071       | 0.000074       | -4.97%     | 0.112016   | 0.003844   | 0.003852   | 0.199065  
2025-12-22 16:39:41 | POS    | 2/3    | 0.000071       | 0.000074       | -5.17%     | 0.113133   | 0.004962   | 0.004970   | 0.199065  
2025-12-22 16:39:46 | POS    | 2/3    | 0.000071       | 0.000074       | -4.93%     | 0.113055   | 0.004883   | 0.004891   | 0.199065  
2025-12-22 16:39:52 | POS    | 2/3    | 0.000071       | 0.000074       | -5.17%     | 0.113133   | 0.004962   | 0.004970   | 0.199065  
2025-12-22 16:39:57 | POS    | 2/3    | 0.000071       | 0.000074       | -5.21%     | 0.113785   | 0.005613   | 0.005621   | 0.199065  
2025-12-22 16:40:02 | POS    | 2/3    | 0.000071       | 0.000075       | -5.86%     | 0.113785   | 0.005613   | 0.005621   | 0.199065  
2025-12-22 16:40:08 | POS    | 2/3    | 0.000071       | 0.000075       | -5.66%     | 0.114429   | 0.006257   | 0.006265   | 0.199065  
2025-12-22 16:40:13 | POS    | 2/3    | 0.000071       | 0.000074       | -4.69%     | 0.112804   | 0.004633   | 0.004641   | 0.199065  
2025-12-22 16:40:18 | POS    | 2/3    | 0.000071       | 0.000074       | -4.87%     | 0.113460   | 0.005289   | 0.005297   | 0.199065  
2025-12-22 16:40:24 | POS    | 2/3    | 0.000071       | 0.000073       | -3.68%     | 0.112044   | 0.003872   | 0.003880   | 0.199065  
time                | mode   | step   | avg            | px             | move       | pos_sol    | trade_pnl  | wallet_pnl | sol_bal   
2025-12-22 16:40:29 | POS    | 2/3    | 0.000071       | 0.000073       | -3.68%     | 0.112044   | 0.003872   | 0.003880   | 0.199065  
2025-12-22 16:40:35 | POS    | 2/3    | 0.000071       | 0.000074       | -4.30%     | 0.112470   | 0.004298   | 0.004306   | 0.199065  
2025-12-22 16:40:40 | POS    | 2/3    | 0.000071       | 0.000074       | -4.30%     | 0.112470   | 0.004298   | 0.004306   | 0.199065  
2025-12-22 16:40:45 | POS    | 2/3    | 0.000071       | 0.000074       | -4.30%     | 0.112140   | 0.003968   | 0.003976   | 0.199065  
2025-12-22 16:40:51 | POS    | 2/3    | 0.000071       | 0.000074       | -4.61%     | 0.112543   | 0.004371   | 0.004379   | 0.199065  
2025-12-22 16:40:56 | POS    | 2/3    | 0.000071       | 0.000075       | -6.00%     | 0.113785   | 0.005613   | 0.005621   | 0.199065  
2025-12-22 16:41:01 | POS    | 2/3    | 0.000071       | 0.000075       | -5.58%     | 0.113475   | 0.005303   | 0.005311   | 0.199065  
2025-12-22 16:41:07 | POS    | 2/3    | 0.000071       | 0.000075       | -5.48%     | 0.113475   | 0.005303   | 0.005311   | 0.199065  
2025-12-22 16:41:12 | POS    | 2/3    | 0.000071       | 0.000076       | -6.97%     | 0.116127   | 0.007955   | 0.007963   | 0.199065  
2025-12-22 16:41:17 | POS    | 2/3    | 0.000071       | 0.000076       | -7.39%     | 0.115613   | 0.007442   | 0.007450   | 0.199065  
2025-12-22 16:41:23 | POS    | 2/3    | 0.000071       | 0.000076       | -7.47%     | 0.116150   | 0.007979   | 0.007987   | 0.199065  
2025-12-22 16:41:28 | POS    | 2/3    | 0.000071       | 0.000076       | -7.99%     | 0.116072   | 0.007900   | 0.007908   | 0.199065  
2025-12-22 16:41:33 | POS    | 2/3    | 0.000071       | 0.000077       | -8.30%     | 0.117101   | 0.008929   | 0.008937   | 0.199065  
2025-12-22 16:41:39 | POS    | 2/3    | 0.000071       | 0.000074       | -4.37%     | 0.115956   | 0.007784   | 0.007792   | 0.199065  
